product_id,category,brand,base_price,launch_date,is_premium
204,Electronics,Brand_68,82.59,8/24/2021,1
205,Home,Brand_84,63.24,4/17/2023,1
206,Home,Brand_86,51.19,10/14/2023,0
207,Fashion,Brand_50,96.99,12/13/2023,1
208,Grocery,Brand_84,9.09,8/21/2021,0
209,Electronics,Brand_73,81.39,5/5/2023,1
210,Home,Brand_88,83.07,12/29/2022,1
211,Electronics,Brand_87,84.18,3/19/2021,1
212,Fashion,Brand_34,54.47,7/11/2023,0
213,Home,Brand_6,45.75,7/8/2021,0
214,Electronics,Brand_12,118.06,11/2/2022,1
215,Electronics,Brand_91,111.47,12/3/2023,1
216,Home,Brand_88,83.49,1/8/2023,1
217,Beauty,Brand_44,35.67,11/20/2023,0
218,Electronics,Brand_30,74.5,7/25/2023,1
219,Beauty,Brand_82,55.59,4/19/2021,0
220,Electronics,Brand_84,122.34,12/2/2021,1
221,Fashion,Brand_30,42.32,5/13/2021,0
222,Home,Brand_3,80.73,7/14/2021,1
223,Electronics,Brand_6,399.36,2/22/2023,1
224,Fashion,Brand_34,81.02,7/16/2023,1
225,Home,Brand_50,49.62,7/20/2021,0
226,Home,Brand_84,66.82,8/17/2023,1
227,Fashion,Brand_8,80.44,10/16/2023,1
228,Fashion,Brand_89,42.33,10/2/2022,0
229,Home,Brand_51,122.93,2/15/2021,1
230,Electronics,Brand_80,94.61,6/8/2021,1
231,Electronics,Brand_37,93.76,3/22/2021,1
232,Home,Brand_73,91.28,11/10/2021,1
233,Home,Brand_56,154.81,8/8/2021,1
234,Electronics,Brand_71,165.54,6/15/2023,1
235,Grocery,Brand_50,10.91,7/25/2022,0
236,Sports,Brand_65,98.39,11/7/2021,1
237,Fashion,Brand_93,55.96,2/9/2022,0
238,Beauty,Brand_73,27,4/25/2021,0
239,Fashion,Brand_7,41.26,10/18/2022,0
240,Home,Brand_67,51.09,2/23/2023,0
241,Grocery,Brand_78,14.09,11/24/2023,0
242,Beauty,Brand_45,23.82,5/17/2021,0
243,Sports,Brand_47,40.24,11/3/2023,0
244,Grocery,Brand_40,21.24,10/31/2021,0
245,Beauty,Brand_53,18.83,10/10/2023,0
246,Electronics,Brand_54,64.53,3/30/2022,1
247,Fashion,Brand_74,45.45,9/15/2023,0
248,Fashion,Brand_38,44.57,10/15/2023,0
249,Electronics,Brand_45,67.23,7/10/2022,1
250,Fashion,Brand_8,16.37,4/27/2021,0
251,Fashion,Brand_50,67.75,5/5/2022,1
252,Fashion,Brand_54,74.8,6/14/2022,1
253,Beauty,Brand_18,17.49,12/30/2022,0
254,Fashion,Brand_75,45.5,12/17/2023,0
255,Home,Brand_58,56.63,2/10/2021,0
256,Electronics,Brand_78,152.16,12/2/2022,1
257,Home,Brand_38,80.37,12/17/2022,1
258,Grocery,Brand_91,12.22,5/28/2022,0
259,Sports,Brand_63,58.69,2/7/2023,0
260,Home,Brand_10,126.65,7/5/2021,1
261,Electronics,Brand_92,53.49,3/5/2022,0
262,Home,Brand_99,91.8,9/30/2021,1
263,Fashion,Brand_48,43.49,3/26/2022,0
264,Home,Brand_60,140.24,4/17/2022,1
265,Home,Brand_64,33.43,12/14/2021,0
266,Grocery,Brand_83,20.9,3/12/2022,0
267,Sports,Brand_100,43.84,1/5/2023,0
268,Electronics,Brand_58,196.6,2/24/2021,1
269,Electronics,Brand_53,121.81,1/5/2022,1
270,Beauty,Brand_5,32.14,12/26/2022,0
271,Grocery,Brand_10,44.99,5/26/2022,0
272,Sports,Brand_18,69.02,4/17/2023,1
273,Fashion,Brand_79,43.07,4/10/2021,0
274,Beauty,Brand_87,31.96,4/23/2021,0
275,Grocery,Brand_7,14.76,5/17/2023,0
276,Electronics,Brand_3,80.73,5/19/2022,1
277,Grocery,Brand_57,10.96,1/27/2023,0
278,Fashion,Brand_7,33.38,4/19/2021,0
279,Electronics,Brand_70,137.97,12/12/2023,1
280,Grocery,Brand_62,15.96,6/23/2023,0
281,Grocery,Brand_78,18.07,8/24/2023,0
282,Sports,Brand_51,90.1,8/11/2022,1
283,Electronics,Brand_17,104.81,3/26/2022,1
284,Grocery,Brand_62,8.58,4/1/2022,0
285,Electronics,Brand_64,197.18,9/16/2021,1
286,Beauty,Brand_5,29.38,12/22/2023,0
287,Electronics,Brand_4,159.92,7/1/2021,1
288,Sports,Brand_14,63.18,12/11/2022,1
289,Home,Brand_87,77.34,12/15/2021,1
290,Sports,Brand_1,109.97,3/31/2022,1
291,Home,Brand_82,54.51,5/31/2022,0
292,Electronics,Brand_5,138.05,2/19/2022,1
293,Beauty,Brand_78,31.91,6/16/2022,0
294,Beauty,Brand_35,23.69,1/20/2023,0
295,Grocery,Brand_59,9.48,2/6/2023,0
296,Fashion,Brand_95,48.4,2/28/2022,0
297,Beauty,Brand_63,15.41,2/25/2023,0
298,Grocery,Brand_65,18.25,7/22/2023,0
299,Sports,Brand_31,39.56,2/2/2021,0
300,Electronics,Brand_31,76.33,8/25/2021,1
301,Grocery,Brand_73,12.84,5/24/2023,0
302,Grocery,Brand_95,12.29,9/22/2022,0
303,Fashion,Brand_48,44.4,11/27/2023,0
304,Beauty,Brand_36,29.7,8/17/2023,0
305,Home,Brand_3,68.67,3/7/2023,1
306,Sports,Brand_9,96.37,12/8/2021,1
307,Grocery,Brand_36,15.44,9/2/2021,0
308,Sports,Brand_31,77.05,7/17/2021,1
309,Home,Brand_98,98.88,8/1/2022,1
310,Electronics,Brand_100,152.97,12/17/2021,1
311,Fashion,Brand_30,55.24,4/2/2021,0
312,Fashion,Brand_77,61.86,3/26/2021,1
313,Fashion,Brand_36,59.58,4/24/2021,0
314,Beauty,Brand_5,49.33,4/14/2021,0
315,Home,Brand_63,76.56,5/28/2023,1
316,Electronics,Brand_57,288.45,5/3/2021,1
317,Fashion,Brand_74,51.41,12/28/2021,0
318,Fashion,Brand_36,42,10/7/2023,0
319,Home,Brand_68,50.76,5/20/2022,0
320,Grocery,Brand_81,10.98,1/8/2023,0
321,Sports,Brand_81,87.18,6/14/2021,1
322,Grocery,Brand_43,42.01,7/31/2022,0
323,Fashion,Brand_44,80.5,4/22/2023,1
324,Fashion,Brand_95,89.67,3/23/2022,1
325,Electronics,Brand_5,233.18,11/15/2022,1
326,Grocery,Brand_96,12.2,8/15/2021,0
327,Grocery,Brand_8,14.72,6/11/2023,0
328,Grocery,Brand_45,29.71,12/17/2021,0
329,Sports,Brand_76,75.55,6/1/2021,1
330,Fashion,Brand_33,30.41,4/17/2022,0
331,Home,Brand_21,85.11,7/24/2022,1
332,Beauty,Brand_23,21.34,2/1/2022,0
333,Beauty,Brand_19,61.78,12/17/2021,1
334,Home,Brand_65,73.08,12/21/2021,1
335,Electronics,Brand_56,76.62,7/28/2021,1
336,Fashion,Brand_24,117.63,6/15/2023,1
337,Home,Brand_100,74.5,5/17/2023,1
338,Sports,Brand_35,41.77,7/24/2022,0
339,Grocery,Brand_61,18.15,11/27/2021,0
340,Sports,Brand_84,50.81,4/17/2021,0
341,Home,Brand_80,111.82,11/4/2021,1
342,Beauty,Brand_97,16.94,1/1/2023,0
343,Electronics,Brand_13,175.43,6/27/2022,1
344,Home,Brand_44,68.56,4/8/2023,1
345,Home,Brand_8,60.51,8/13/2023,0
346,Fashion,Brand_81,55.24,4/16/2022,0
347,Home,Brand_41,44.64,9/7/2021,0
348,Beauty,Brand_47,35.23,7/26/2023,0
349,Sports,Brand_8,49.33,12/10/2021,0
350,Fashion,Brand_41,19.04,9/11/2022,0
351,Home,Brand_50,133.85,3/28/2023,1
352,Grocery,Brand_83,10.62,9/28/2021,0
353,Sports,Brand_58,71.01,5/18/2021,1
354,Home,Brand_46,74.59,9/19/2023,1
355,Fashion,Brand_79,63.61,12/24/2021,1
356,Electronics,Brand_25,33.53,10/11/2021,0
357,Fashion,Brand_24,64.79,3/21/2023,1
358,Home,Brand_82,115.94,10/17/2021,1
359,Beauty,Brand_65,39.15,7/16/2022,0
360,Fashion,Brand_46,40.26,5/23/2023,0
361,Grocery,Brand_18,11.83,8/30/2022,0
362,Electronics,Brand_21,137.36,4/23/2022,1
363,Sports,Brand_87,90.88,3/3/2021,1
364,Home,Brand_60,67.46,4/13/2022,1
365,Electronics,Brand_38,152.37,2/24/2023,1
366,Sports,Brand_81,49.1,12/13/2023,0
367,Electronics,Brand_4,115.66,9/13/2023,1
368,Electronics,Brand_15,166.56,1/28/2021,1
369,Fashion,Brand_80,99.64,3/14/2021,1
370,Beauty,Brand_55,46.78,4/2/2023,0
371,Home,Brand_42,117.67,9/30/2023,1
372,Electronics,Brand_24,160.92,7/19/2023,1
373,Home,Brand_20,97.5,7/13/2022,1
374,Home,Brand_88,146.28,11/19/2022,1
375,Grocery,Brand_88,9.43,10/22/2022,0
376,Home,Brand_95,102.65,1/3/2023,1
377,Electronics,Brand_26,59.51,7/31/2022,0
378,Home,Brand_20,113.72,7/23/2021,1
379,Fashion,Brand_45,33.33,3/22/2023,0
380,Electronics,Brand_32,116.8,12/18/2022,1
381,Grocery,Brand_7,21.18,11/1/2022,0
382,Fashion,Brand_52,73.21,2/12/2023,1
383,Electronics,Brand_25,130.42,3/13/2023,1
384,Grocery,Brand_55,18.13,5/7/2021,0
385,Home,Brand_40,44.24,7/14/2022,0
386,Fashion,Brand_5,28.55,5/30/2021,0
387,Fashion,Brand_34,31.22,7/29/2023,0
388,Home,Brand_55,131.92,7/12/2023,1
389,Grocery,Brand_17,21.15,6/27/2021,0
390,Electronics,Brand_35,160.72,8/2/2023,1
391,Electronics,Brand_76,123.95,12/13/2021,1
392,Grocery,Brand_52,11.94,7/8/2022,0
393,Fashion,Brand_91,52.35,9/5/2022,0
394,Home,Brand_60,98.01,8/17/2021,1
395,Home,Brand_67,185.92,12/7/2023,1
396,Home,Brand_96,187.2,4/11/2023,1
397,Fashion,Brand_6,83.55,6/20/2022,1
398,Electronics,Brand_64,70.18,1/13/2022,1
399,Home,Brand_60,87.85,11/3/2021,1
400,Grocery,Brand_23,15.93,7/2/2022,0
401,Fashion,Brand_89,59.81,9/7/2022,0
402,Electronics,Brand_8,110.15,11/26/2021,1
403,Beauty,Brand_61,31.57,4/20/2022,0
404,Home,Brand_8,58.71,12/10/2022,0
405,Grocery,Brand_28,24.95,8/2/2023,0
406,Fashion,Brand_32,53.54,11/14/2023,0
407,Sports,Brand_83,78.51,11/6/2021,1
408,Grocery,Brand_39,14.64,1/8/2022,0
409,Fashion,Brand_31,40.81,7/12/2022,0
410,Fashion,Brand_97,56.19,10/8/2023,0
411,Electronics,Brand_33,135.91,1/27/2023,1
412,Home,Brand_74,203.07,12/25/2021,1
413,Sports,Brand_78,34.95,12/14/2023,0
414,Sports,Brand_62,70.11,1/27/2023,1
415,Beauty,Brand_27,40.91,3/29/2021,0
416,Fashion,Brand_14,30.67,2/14/2022,0
417,Sports,Brand_57,99.3,11/8/2022,1
418,Electronics,Brand_80,166.55,12/15/2021,1
419,Fashion,Brand_87,63.65,3/23/2021,1
420,Beauty,Brand_96,14.53,2/3/2023,0
421,Fashion,Brand_100,124.6,7/27/2023,1
422,Fashion,Brand_16,86.6,1/11/2022,1
423,Sports,Brand_31,68.68,1/17/2022,1
424,Home,Brand_59,95.85,4/30/2023,1
425,Sports,Brand_38,52.28,2/4/2021,0
426,Grocery,Brand_22,6.68,11/20/2022,0
427,Grocery,Brand_27,11.31,9/26/2022,0
428,Electronics,Brand_100,75.4,3/28/2022,1
429,Home,Brand_25,73.38,11/6/2022,1
430,Electronics,Brand_46,108.99,10/20/2022,1
431,Grocery,Brand_68,21.51,8/31/2023,0
432,Grocery,Brand_70,8.86,2/14/2023,0
433,Beauty,Brand_3,26.01,11/21/2023,0
434,Electronics,Brand_62,84.24,1/16/2021,1
435,Electronics,Brand_16,94.35,5/14/2021,1
436,Home,Brand_82,132.4,2/22/2023,1
437,Sports,Brand_97,95.26,6/24/2023,1
438,Home,Brand_29,86.44,8/2/2021,1
439,Fashion,Brand_4,34.84,2/1/2022,0
440,Fashion,Brand_45,86.75,11/2/2023,1
441,Grocery,Brand_18,19.85,5/18/2022,0
442,Fashion,Brand_71,44.73,5/19/2021,0
443,Electronics,Brand_99,148.63,1/20/2023,1
444,Sports,Brand_32,81.15,3/20/2022,1
445,Sports,Brand_40,54.94,8/21/2023,0
446,Home,Brand_3,74.12,4/16/2023,1
447,Home,Brand_78,83.06,4/27/2023,1
448,Fashion,Brand_4,58.84,7/26/2021,0
449,Home,Brand_1,83.23,6/30/2021,1
450,Home,Brand_54,75.71,8/9/2023,1
451,Beauty,Brand_2,34.22,12/28/2021,0
452,Home,Brand_41,86.29,4/7/2023,1
453,Grocery,Brand_18,12.44,6/20/2023,0
454,Electronics,Brand_31,125.9,12/9/2022,1
455,Fashion,Brand_77,62.14,3/11/2022,1
456,Electronics,Brand_3,140.53,6/11/2021,1
457,Fashion,Brand_68,26.49,10/7/2023,0
458,Sports,Brand_70,51.69,6/17/2022,0
459,Electronics,Brand_36,155.11,12/18/2021,1
460,Fashion,Brand_58,55.97,6/18/2022,0
461,Grocery,Brand_49,18.76,4/22/2023,0
462,Grocery,Brand_59,21.79,11/1/2022,0
463,Beauty,Brand_13,23.22,2/5/2023,0
464,Fashion,Brand_30,59.25,1/15/2022,0
465,Fashion,Brand_88,41.35,9/21/2023,0
466,Sports,Brand_10,91.46,6/30/2021,1
467,Sports,Brand_44,69.73,5/20/2021,1
468,Electronics,Brand_12,97.5,2/8/2022,1
469,Grocery,Brand_93,19.44,3/12/2022,0
470,Electronics,Brand_23,148.42,6/1/2021,1
471,Home,Brand_69,63.45,7/8/2023,1
472,Electronics,Brand_52,82.77,6/12/2022,1
473,Electronics,Brand_54,106.45,4/30/2022,1
474,Beauty,Brand_19,36.35,6/20/2023,0
475,Electronics,Brand_93,185.51,8/23/2022,1
476,Fashion,Brand_57,51.83,2/14/2021,0
477,Beauty,Brand_7,24.51,2/19/2023,0
478,Beauty,Brand_85,32.84,8/12/2023,0
479,Fashion,Brand_100,55.87,7/4/2021,0
480,Home,Brand_60,115.9,5/20/2022,1
481,Electronics,Brand_50,68.69,4/3/2022,1
482,Home,Brand_96,39.73,12/31/2021,0
483,Fashion,Brand_3,44.26,3/4/2021,0
484,Electronics,Brand_49,185.91,3/26/2023,1
485,Sports,Brand_85,59.71,1/25/2023,0
486,Home,Brand_43,85.88,3/25/2022,1
487,Beauty,Brand_99,28.9,8/20/2023,0
488,Beauty,Brand_94,16.54,6/17/2023,0
489,Grocery,Brand_16,28,10/18/2021,0
490,Sports,Brand_90,61.22,1/31/2021,0
491,Home,Brand_69,52.44,11/22/2023,0
492,Beauty,Brand_75,27.13,2/9/2023,0
493,Fashion,Brand_27,52.36,1/26/2021,0
494,Grocery,Brand_86,15.05,3/25/2022,0
495,Electronics,Brand_24,167.2,6/26/2022,1
496,Electronics,Brand_16,464.58,10/31/2022,1
497,Fashion,Brand_95,67,10/9/2023,1
498,Fashion,Brand_20,61.54,6/2/2021,1
499,Home,Brand_58,89.69,12/12/2022,1
500,Sports,Brand_82,98.84,2/15/2021,1
501,Grocery,Brand_81,21.29,11/19/2022,0
502,Grocery,Brand_83,15.57,5/4/2022,0
503,Electronics,Brand_21,121.38,7/15/2023,1
504,Sports,Brand_46,72.69,1/18/2021,1
505,Home,Brand_55,126.93,6/10/2023,1
506,Fashion,Brand_95,38.04,9/2/2023,0
507,Grocery,Brand_73,12.68,9/14/2021,0
508,Fashion,Brand_51,16.97,11/14/2021,0
509,Grocery,Brand_38,39.58,8/29/2022,0
510,Electronics,Brand_8,128.37,4/4/2022,1
511,Sports,Brand_18,121.26,2/7/2022,1
512,Fashion,Brand_10,30.34,3/22/2022,0
513,Grocery,Brand_8,17.48,9/1/2021,0
514,Fashion,Brand_78,71.96,6/2/2022,1
515,Electronics,Brand_69,81.58,4/23/2023,1
516,Electronics,Brand_19,97.64,11/4/2021,1
517,Fashion,Brand_52,78.75,2/9/2021,1
518,Fashion,Brand_85,58.37,12/29/2022,0
519,Home,Brand_49,60.09,6/17/2023,0
520,Grocery,Brand_82,19.79,11/22/2023,0
521,Sports,Brand_49,75.45,6/15/2022,1
522,Fashion,Brand_85,68.98,11/11/2022,1
523,Beauty,Brand_30,38.9,3/7/2022,0
524,Fashion,Brand_7,53.2,4/18/2023,0
525,Fashion,Brand_23,51.51,4/28/2023,0
526,Beauty,Brand_94,40.79,12/28/2023,0
527,Electronics,Brand_50,114.68,2/14/2021,1
528,Electronics,Brand_69,152.74,4/10/2022,1
529,Electronics,Brand_16,108.79,2/17/2022,1
530,Grocery,Brand_68,7.78,12/18/2021,0
531,Electronics,Brand_99,110.8,7/23/2022,1
532,Sports,Brand_62,104.76,8/31/2023,1
533,Home,Brand_94,94.16,8/15/2023,1
534,Electronics,Brand_100,151.23,11/4/2021,1
535,Home,Brand_28,104.51,11/29/2021,1
536,Beauty,Brand_27,27.85,4/6/2023,0
537,Home,Brand_41,56.06,12/3/2023,0
538,Sports,Brand_71,82.07,8/11/2023,1
539,Sports,Brand_62,44.87,10/1/2021,0
540,Fashion,Brand_40,21.29,11/3/2022,0
541,Beauty,Brand_50,38.14,9/5/2022,0
542,Electronics,Brand_98,57.44,10/6/2021,0
543,Electronics,Brand_30,112.03,12/17/2022,1
544,Electronics,Brand_41,78.58,10/13/2023,1
545,Fashion,Brand_75,67.55,9/13/2021,1
546,Grocery,Brand_8,14.39,12/24/2023,0
547,Electronics,Brand_12,199.24,8/11/2023,1
548,Home,Brand_49,91.07,7/18/2023,1
